        ,Table 5. Gender Inequality Index   ,                       ,,    ,,                                  ,,                                     , ,                            , ,                                                 , ,         , ,                               ,,    ,
        ,                                   ,                       ,,    ,,                                  ,,                                     , ,                            , ,                                                 , ,         , ,                               ,,    ,
        ,                                   ,                       ,,    ,,SDG3.1                            ,,SDG3.7                               , ,SDG5.5                      , ,SDG4.6                                           , ,         , ,                               ,,    ,
        ,                                   ,Gender Inequality Index,,    ,,Maternal mortality ratio          ,,Adolescent birth rate                , ,Share of seats in parliament, ,Population with at least some secondary education, ,         , ,Labour force participation rate,,    ,a
        ,                                   ,Value                  ,,Rank,,"(deaths per 100,000 live births)",,"(births per 1,000 women ages 15–19)", ,(% held by women)           , ,(% ages 25 and older)                            , ,         , ,(% ages 15 and older)          ,,    ,
HDI rank,Country                            ,                       ,,    ,,                                  ,,                                     , ,                            , ,Female                                           , ,Male     , ,Female                         ,,Male,
        ,                                   ,2018                   ,,2018,,2015                              ,,2015-2020                            ,b,2018                        , ,2010–2018                                        ,c,2010–2018,c,2018                           ,,2018,
        ,VERY HIGH HUMAN DEVELOPMENT        ,                       ,,    ,,                                  ,,                                     , ,                            , ,                                                 , ,         , ,                               ,,    ,
1       ,Norway                             ,0.044                  ,,5   ,,5                                 ,,5.1                                  , ,41.4                        , ,96.1                                             , ,94.8     , ,60.2                           ,,66.7,
2       ,Switzerland                        ,0.037                  ,,1   ,,5                                 ,,2.8                                  , ,29.3                        , ,96.4                                             , ,97.2     , ,62.6                           ,,74.1,
3       ,Ireland                            ,0.093                  ,,22  ,,8                                 ,,7.5                                  , ,24.3                        , ,90.2                                             ,d,86.3     ,d,55.1                           ,,68.1,
4       ,Germany                            ,0.084                  ,,19  ,,6                                 ,,8.1                                  , ,31.5                        , ,96.0                                             , ,96.6     , ,55.3                           ,,66.2,
4       ,"Hong Kong, China (SAR)"           ,..                     ,,..  ,,..                                ,,2.7                                  , ,..                          , ,76.6                                             , ,82.9     , ,54.1                           ,,67.8,
6       ,Australia                          ,0.103                  ,,25  ,,6                                 ,,11.7                                 , ,32.7                        , ,90.0                                             , ,90.7     , ,59.7                           ,,70.5,
6       ,Iceland                            ,0.057                  ,,9   ,,3                                 ,,6.3                                  , ,38.1                        , ,100.0                                            ,e,100.0    ,e,72.1                           ,,80.6,
8       ,Sweden                             ,0.040                  ,,2   ,,4                                 ,,5.1                                  , ,46.1                        , ,88.8                                             , ,89.0     , ,61.1                           ,,67.6,
9       ,Singapore                          ,0.065                  ,,11  ,,10                                ,,3.5                                  , ,23.0                        , ,76.3                                             , ,83.3     , ,60.5                           ,,76.3,
10      ,Netherlands                        ,0.041                  ,,4   ,,7                                 ,,3.8                                  , ,35.6                        , ,86.6                                             , ,90.1     , ,58.0                           ,,68.9,
11      ,Denmark                            ,0.040                  ,,2   ,,6                                 ,,4.1                                  , ,37.4                        , ,89.2                                             , ,89.4     , ,58.1                           ,,65.9,
12      ,Finland                            ,0.050                  ,,7   ,,3                                 ,,5.8                                  , ,42.0                        , ,100.0                                            , ,100.0    , ,55.0                           ,,62.2,
13      ,Canada                             ,0.083                  ,,18  ,,7                                 ,,8.4                                  , ,31.7                        , ,100.0                                            ,e,100.0    ,e,60.9                           ,,69.7,
14      ,New Zealand                        ,0.133                  ,,34  ,,11                                ,,19.3                                 , ,38.3                        , ,97.2                                             , ,96.6     , ,64.6                           ,,75.7,
15      ,United Kingdom                     ,0.119                  ,,27  ,,9                                 ,,13.4                                 , ,28.9                        , ,82.9                                             , ,85.7     , ,57.1                           ,,67.8,
15      ,United States                      ,0.182                  ,,42  ,,14                                ,,19.9                                 , ,23.6                        , ,95.7                                             , ,95.5     , ,56.1                           ,,68.2,
17      ,Belgium                            ,0.045                  ,,6   ,,7                                 ,,4.7                                  , ,41.4                        , ,82.6                                             , ,87.1     , ,47.9                           ,,58.9,
18      ,Liechtenstein                      ,..                     ,,..  ,,..                                ,,..                                   , ,12.0                        , ,..                                               , ,..       , ,..                             ,,..  ,
19      ,Japan                              ,0.099                  ,,23  ,,5                                 ,,3.8                                  , ,13.7                        , ,95.2                                             ,d,92.2     ,d,51.4                           ,,70.7,
20      ,Austria                            ,0.073                  ,,14  ,,4                                 ,,7.3                                  , ,34.8                        , ,100.0                                            , ,100.0    , ,54.8                           ,,65.9,
21      ,Luxembourg                         ,0.078                  ,,16  ,,10                                ,,4.7                                  , ,20.0                        , ,100.0                                            , ,100.0    , ,53.5                           ,,62.7,
22      ,Israel                             ,0.100                  ,,24  ,,5                                 ,,9.6                                  , ,27.5                        , ,87.8                                             , ,90.5     , ,59.2                           ,,69.1,
22      ,Korea (Republic of)                ,0.058                  ,,10  ,,11                                ,,1.4                                  , ,17.0                        , ,89.8                                             , ,95.6     , ,52.8                           ,,73.3,
24      ,Slovenia                           ,0.069                  ,,12  ,,9                                 ,,3.8                                  , ,20.0                        , ,97.0                                             , ,98.3     , ,53.4                           ,,62.7,
25      ,Spain                              ,0.074                  ,,15  ,,5                                 ,,7.7                                  , ,38.6                        , ,73.3                                             , ,78.4     , ,51.7                           ,,63.4,
26      ,Czechia                            ,0.137                  ,,35  ,,4                                 ,,12.0                                 , ,20.3                        , ,99.8                                             , ,99.8     , ,52.4                           ,,68.4,
26      ,France                             ,0.051                  ,,8   ,,8                                 ,,4.7                                  , ,35.7                        , ,81.0                                             , ,86.3     , ,50.3                           ,,60.0,
28      ,Malta                              ,0.195                  ,,44  ,,9                                 ,,12.9                                 , ,11.9                        , ,74.3                                             , ,82.2     , ,43.3                           ,,66.2,
29      ,Italy                              ,0.069                  ,,12  ,,4                                 ,,5.2                                  , ,35.6                        , ,75.6                                             , ,83.0     , ,40.0                           ,,58.4,
30      ,Estonia                            ,0.091                  ,,21  ,,9                                 ,,7.7                                  , ,26.7                        , ,100.0                                            ,e,100.0    ,e,57.0                           ,,70.9,
31      ,Cyprus                             ,0.086                  ,,20  ,,7                                 ,,4.6                                  , ,17.9                        , ,78.2                                             , ,82.6     , ,57.3                           ,,67.2,
32      ,Greece                             ,0.122                  ,,31  ,,3                                 ,,7.2                                  , ,18.7                        , ,61.5                                             , ,73.2     , ,45.3                           ,,60.7,
32      ,Poland                             ,0.120                  ,,30  ,,3                                 ,,10.5                                 , ,25.5                        , ,82.9                                             , ,88.1     , ,48.9                           ,,65.5,
34      ,Lithuania                          ,0.124                  ,,33  ,,10                                ,,10.9                                 , ,21.3                        , ,92.9                                             , ,97.5     , ,56.4                           ,,66.7,
35      ,United Arab Emirates               ,0.113                  ,,26  ,,6                                 ,,6.5                                  , ,22.5                        , ,78.8                                             ,d,65.7     ,d,51.2                           ,,93.4,
36      ,Andorra                            ,..                     ,,..  ,,..                                ,,..                                   , ,32.1                        , ,71.5                                             , ,73.3     , ,..                             ,,..  ,
36      ,Saudi Arabia                       ,0.224                  ,,49  ,,12                                ,,7.3                                  , ,19.9                        , ,67.8                                             , ,75.5     , ,23.4                           ,,79.2,
36      ,Slovakia                           ,0.190                  ,,43  ,,6                                 ,,25.7                                 , ,20.0                        , ,99.1                                             , ,100.0    , ,52.7                           ,,67.4,
39      ,Latvia                             ,0.169                  ,,40  ,,18                                ,,16.2                                 , ,31.0                        , ,100.0                                            ,e,99.1     ,e,55.4                           ,,68.0,
40      ,Portugal                           ,0.081                  ,,17  ,,10                                ,,8.4                                  , ,34.8                        , ,53.6                                             , ,54.8     , ,53.9                           ,,64.2,
41      ,Qatar                              ,0.202                  ,,45  ,,13                                ,,9.9                                  , ,9.8                         , ,73.5                                             , ,66.1     , ,57.8                           ,,94.7,
42      ,Chile                              ,0.288                  ,,62  ,,22                                ,,41.1                                 , ,22.7                        , ,79.0                                             , ,80.9     , ,51.0                           ,,74.2,
43      ,Brunei Darussalam                  ,0.234                  ,,51  ,,23                                ,,10.3                                 , ,9.1                         , ,69.5                                             ,d,70.6     ,d,58.2                           ,,71.7,
43      ,Hungary                            ,0.258                  ,,56  ,,17                                ,,24.0                                 , ,12.6                        , ,96.3                                             , ,98.2     , ,48.3                           ,,65.0,
45      ,Bahrain                            ,0.207                  ,,47  ,,15                                ,,13.4                                 , ,18.8                        , ,64.2                                             ,d,57.5     ,d,44.5                           ,,87.3,
46      ,Croatia                            ,0.122                  ,,31  ,,8                                 ,,8.7                                  , ,18.5                        , ,94.5                                             , ,96.9     , ,45.7                           ,,58.2,
47      ,Oman                               ,0.304                  ,,65  ,,17                                ,,13.1                                 , ,8.8                         , ,73.4                                             , ,63.7     , ,31.0                           ,,88.7,
48      ,Argentina                          ,0.354                  ,,77  ,,52                                ,,62.8                                 , ,39.5                        , ,66.5                                             ,d,63.3     ,d,49.0                           ,,72.8,
49      ,Russian Federation                 ,0.255                  ,,54  ,,25                                ,,20.7                                 , ,16.1                        , ,96.3                                             , ,95.7     , ,54.9                           ,,70.5,
50      ,Belarus                            ,0.119                  ,,27  ,,4                                 ,,14.5                                 , ,33.1                        , ,87.2                                             , ,92.5     , ,58.1                           ,,70.3,
50      ,Kazakhstan                         ,0.203                  ,,46  ,,12                                ,,29.8                                 , ,22.1                        , ,98.3                                             ,d,98.9     ,d,65.2                           ,,77.1,
52      ,Bulgaria                           ,0.218                  ,,48  ,,11                                ,,39.9                                 , ,23.8                        , ,94.2                                             , ,96.2     , ,49.5                           ,,61.6,
52      ,Montenegro                         ,0.119                  ,,27  ,,7                                 ,,9.3                                  , ,23.5                        , ,88.0                                             , ,97.5     , ,43.6                           ,,58.1,
52      ,Romania                            ,0.316                  ,,69  ,,31                                ,,36.2                                 , ,18.7                        , ,87.2                                             , ,93.1     , ,45.6                           ,,64.2,
55      ,Palau                              ,..                     ,,..  ,,..                                ,,..                                   , ,13.8                        , ,96.9                                             , ,97.3     , ,..                             ,,..  ,
56      ,Barbados                           ,0.256                  ,,55  ,,27                                ,,33.6                                 , ,27.5                        , ,94.6                                             ,d,91.9     ,d,61.9                           ,,69.6,
57      ,Kuwait                             ,0.245                  ,,53  ,,4                                 ,,8.2                                  , ,3.1                         , ,56.8                                             , ,49.3     , ,57.5                           ,,85.3,
57      ,Uruguay                            ,0.275                  ,,59  ,,15                                ,,58.7                                 , ,22.3                        , ,57.8                                             , ,54.0     , ,55.8                           ,,73.8,
59      ,Turkey                             ,0.305                  ,,66  ,,16                                ,,26.6                                 , ,17.4                        , ,44.3                                             , ,66.0     , ,33.5                           ,,72.6,
60      ,Bahamas                            ,0.353                  ,,76  ,,80                                ,,30.0                                 , ,21.8                        , ,88.0                                             , ,91.0     , ,67.6                           ,,82.0,
61      ,Malaysia                           ,0.274                  ,,58  ,,40                                ,,13.4                                 , ,15.8                        , ,79.8                                             ,d,81.8     ,d,50.9                           ,,77.4,
62      ,Seychelles                         ,..                     ,,..  ,,..                                ,,62.1                                 , ,21.2                        , ,..                                               , ,..       , ,..                             ,,..  ,
        ,HIGH HUMAN DEVELOPMENT             ,                       ,,    ,,                                  ,,                                     , ,                            , ,                                                 , ,         , ,                               ,,    ,
63      ,Serbia                             ,0.161                  ,,37  ,,17                                ,,14.7                                 , ,34.4                        , ,85.7                                             , ,93.6     , ,46.8                           ,,62.1,
63      ,Trinidad and Tobago                ,0.323                  ,,72  ,,63                                ,,30.1                                 , ,30.1                        , ,74.4                                             ,d,71.2     ,d,50.4                           ,,71.3,
65      ,Iran (Islamic Republic of)         ,0.492                  ,,118 ,,25                                ,,40.6                                 , ,5.9                         , ,67.4                                             , ,72.0     , ,16.8                           ,,71.2,
66      ,Mauritius                          ,0.369                  ,,82  ,,53                                ,,25.7                                 , ,11.6                        , ,65.7                                             ,d,68.1     ,d,45.0                           ,,71.8,
67      ,Panama                             ,0.460                  ,,108 ,,94                                ,,81.8                                 , ,18.3                        , ,74.8                                             ,d,68.4     ,d,52.5                           ,,80.5,
68      ,Costa Rica                         ,0.285                  ,,61  ,,25                                ,,53.5                                 , ,45.6                        , ,53.8                                             , ,52.3     , ,45.7                           ,,74.6,
69      ,Albania                            ,0.234                  ,,51  ,,29                                ,,19.6                                 , ,27.9                        , ,93.5                                             , ,92.8     , ,47.2                           ,,64.9,
70      ,Georgia                            ,0.351                  ,,75  ,,36                                ,,46.4                                 , ,16.0                        , ,97.4                                             , ,98.6     , ,57.8                           ,,78.7,
71      ,Sri Lanka                          ,0.380                  ,,86  ,,30                                ,,20.9                                 , ,5.8                         , ,82.6                                             ,d,83.1     ,d,34.9                           ,,72.2,
72      ,Cuba                               ,0.312                  ,,67  ,,39                                ,,51.6                                 , ,53.2                        , ,86.7                                             ,d,88.9     ,d,40.0                           ,,67.4,
73      ,Saint Kitts and Nevis              ,..                     ,,..  ,,..                                ,,..                                   , ,13.3                        , ,..                                               , ,..       , ,..                             ,,..  ,
74      ,Antigua and Barbuda                ,..                     ,,..  ,,..                                ,,42.8                                 , ,31.4                        , ,..                                               , ,..       , ,..                             ,,..  ,
75      ,Bosnia and Herzegovina             ,0.162                  ,,38  ,,11                                ,,9.6                                  , ,19.3                        , ,73.1                                             , ,90.0     , ,35.6                           ,,58.6,
76      ,Mexico                             ,0.334                  ,,74  ,,38                                ,,60.4                                 , ,48.4                        , ,58.4                                             , ,61.1     , ,43.8                           ,,78.9,
77      ,Thailand                           ,0.377                  ,,84  ,,20                                ,,44.9                                 , ,5.3                         , ,43.1                                             , ,48.2     , ,59.5                           ,,76.2,
78      ,Grenada                            ,..                     ,,..  ,,27                                ,,29.2                                 , ,39.3                        , ,..                                               , ,..       , ,..                             ,,..  ,
79      ,Brazil                             ,0.386                  ,,89  ,,44                                ,,59.1                                 , ,15.0                        , ,61.0                                             , ,57.7     , ,54.0                           ,,74.4,
79      ,Colombia                           ,0.411                  ,,94  ,,64                                ,,66.7                                 , ,19.0                        , ,53.1                                             , ,50.9     , ,58.6                           ,,82.0,
81      ,Armenia                            ,0.259                  ,,57  ,,25                                ,,21.5                                 , ,18.1                        , ,96.9                                             , ,97.6     , ,49.6                           ,,69.9,
82      ,Algeria                            ,0.443                  ,,100 ,,140                               ,,10.1                                 , ,21.3                        , ,39.1                                             ,d,38.9     ,d,14.9                           ,,67.4,
82      ,North Macedonia                    ,0.145                  ,,36  ,,8                                 ,,15.7                                 , ,38.3                        , ,41.6                                             ,f,57.6     ,f,42.7                           ,,67.5,
82      ,Peru                               ,0.381                  ,,87  ,,68                                ,,56.9                                 , ,27.7                        , ,57.4                                             , ,68.5     , ,69.9                           ,,84.7,
85      ,China                              ,0.163                  ,,39  ,,27                                ,,7.6                                  , ,24.9                        , ,75.4                                             ,d,83.0     ,d,61.3                           ,,75.9,
85      ,Ecuador                            ,0.389                  ,,90  ,,64                                ,,79.3                                 , ,38.0                        , ,51.9                                             , ,51.9     , ,56.6                           ,,81.8,
87      ,Azerbaijan                         ,0.321                  ,,70  ,,25                                ,,55.8                                 , ,16.8                        , ,93.9                                             , ,97.5     , ,63.1                           ,,69.7,
88      ,Ukraine                            ,0.284                  ,,60  ,,24                                ,,23.7                                 , ,12.3                        , ,94.0                                             ,d,95.2     ,d,46.7                           ,,62.8,
89      ,Dominican Republic                 ,0.453                  ,,104 ,,92                                ,,94.3                                 , ,24.3                        , ,58.6                                             , ,54.4     , ,50.9                           ,,77.6,
89      ,Saint Lucia                        ,0.333                  ,,73  ,,48                                ,,40.5                                 , ,20.7                        , ,49.2                                             , ,42.1     , ,60.2                           ,,75.3,
91      ,Tunisia                            ,0.300                  ,,63  ,,62                                ,,7.8                                  , ,31.3                        , ,42.3                                             ,d,54.6     ,d,24.1                           ,,69.9,
92      ,Mongolia                           ,0.322                  ,,71  ,,44                                ,,31.0                                 , ,17.1                        , ,91.2                                             , ,86.3     , ,53.3                           ,,66.7,
93      ,Lebanon                            ,0.362                  ,,79  ,,15                                ,,14.5                                 , ,4.7                         , ,54.3                                             ,g,55.6     ,g,23.5                           ,,70.9,
94      ,Botswana                           ,0.464                  ,,111 ,,129                               ,,46.1                                 , ,9.5                         , ,89.6                                             ,d,90.3     ,d,66.2                           ,,78.6,
